review,aspects,scores,sentiment,sentiment_score
Trip Verified    days before the flight  were advised   that  had been cancelled and asked   rebook There were flights  hour before and  hour after our original flight but they made  take one  hours earlier Our original ticket and the return flight  week l,"['booking problems', 'staff attitude', 'customer service']","[0.9824557900428772, 0.9379706382751465, 0.8878352046012878]",neutral,0.6676313281059265
"Not Verified   
 traveled  Lisbon for our dream vacation  cruise  Portugal and Spain Our friends did not EVER get their luggage  was  two week cruise Two weeks without  change  clothes  her CPAP machine Contacting customer service was  nightmare  never ta","['staff attitude', 'baggage issues', 'booking problems']","[0.9889149069786072, 0.9857838749885559, 0.9527954459190369]",negative,0.8660730123519897
Trip Verified   Booked  flight from Bucharest  Manchester with    layover  Heathrow Flight was delayed from Bucharest because  ATC strike Arrived  Heathrow  minutes later than scheduled and still had enough time  catch  connecting flight Unfortunately  wer,"['flight delays', 'booking problems', 'customer service']","[0.9920043349266052, 0.9863430857658386, 0.8568640947341919]",negative,0.5031976699829102
Trip Verified   Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different  was informed  this prior  departure  could amend Bag drop  MAN  wasnt smooth but  suspect that was MAN fault Shuttle boarding was slow,"['flight delays', 'customer service', 'baggage issues']","[0.9788063764572144, 0.9634898900985718, 0.9408478736877441]",negative,0.684600293636322
Trip Verified   The flight was  time The crew were polite  was the same story   outward flight  find that   Europe  generally pretty good though  regret that they have substituted Prosecco for Champagne  the list  drinks you can buy  economy  many complain,"['customer service', 'staff attitude', 'lounge experience']","[0.9259539246559143, 0.8918290734291077, 0.3174939453601837]",positive,0.6301325559616089
Not Verified   Angry disappointed and unsatisfied  route was from London  Atlanta  suitcase was not boarded therefore not landed with  For both comfort and safety reason  bag always fly with its passenger and that did not happen Claims and few phone calls ,"['baggage issues', 'staff attitude', 'customer service']","[0.9895321130752563, 0.9007001519203186, 0.8878856301307678]",negative,0.8492618203163147
Trip Verified     infrequent flyer British Airways was always  first choice With some reassurance and comfort  service quality luggage allowance etc  fact Ive never flown with the budget airlines  most recent flight has now changed  view and causes   refle,"['baggage issues', 'customer service', 'seat comfort']","[0.9950829744338989, 0.9723036885261536, 0.9413294792175293]",neutral,0.6572802662849426
Not Verified    totally unremarkable flight  time  comfortable  European configuration goes  catering due  the storm  effect greatly exaggerated This was advised  email and  euro  was provided  not easy  use  but lounge made  for this loss,"['lounge experience', 'customer service', 'seat comfort']","[0.8708586692810059, 0.6787753105163574, 0.5829395651817322]",negative,0.8671866655349731
Trip Verified     Ground crew  Heathrow left  passengers luggage  had  bags  The Heathrow ground crew left   ours behind after the  two were received the next day  The Heathrow ground crew lost our  bag  times and  were  the phone with them for over  hrs o,"['baggage issues', 'staff attitude', 'customer service']","[0.996130108833313, 0.9699297547340393, 0.8772656917572021]",neutral,0.5866730809211731
Trip Verified   London Heathrow  Gibraltar   October   shall start  reference  the booking process  used the  website  reserve the seat and food the website   easy  use and clear  every aspect The flight was due  depart from terminal  but the passengers we,"['customer service', 'flight delays', 'booking problems']","[0.7188817262649536, 0.7023071050643921, 0.645348846912384]",neutral,0.6408768892288208
Trip Verified  First time flying British Airways and  would not hesitate  fly economy with them again Flight attendants were pleasant and efficient Excellent special meal low sodium Comfortable space  economy One   better flights,"['customer service', 'seat comfort', 'food quality']","[0.9963911175727844, 0.9933120012283325, 0.9788503646850586]",positive,0.9765697121620178
Not Verified    flew London  Cairo and return  October   was basically  perfectly good pair  flights  Economy with pleasant and professional cabin crew especially  the return journey Being only   tall  have  problem with legroom  the back  the plane the se,"['customer service', 'seat comfort', 'staff attitude']","[0.8932927250862122, 0.7542107701301575, 0.7211615443229675]",positive,0.7686244249343872
Not Verified   Absolutely the worst experience ever  Flew into Heathrow  problem Waited for  hours three extra hours for our connection  Porto then the cancelled the flight Scrambled for  hotel and  new flight the next day They routed  through Madrid the n,"['flight delays', 'booking problems', 'staff attitude']","[0.9959774017333984, 0.9557769894599915, 0.9551565647125244]",negative,0.9389313459396362
Not Verified    Flew back from Malta after scattering our sons ashes  his favourite spots When  boarded the aircraft for our return flight  wife became upset  member  the cabin crew noticed this and immediately spoke   wife and tried  reassure her Her name,"['staff attitude', 'customer service', 'lounge experience']","[0.9799419045448303, 0.958114504814148, 0.6295565366744995]",negative,0.6572069525718689
Not Verified  Cabin luggage had    cargo even when  said  carried medicines There was  time  get them out the hand luggage The economy seats with Virgin Atlantic KLM and even Ryanair have more space Luckily  was  short flight,"['baggage issues', 'staff attitude', 'booking problems']","[0.9943403601646423, 0.8898028135299683, 0.8863816857337952]",neutral,0.6666041016578674
Trip Verified    have been using  for  while now and  average  cannot say that   pretty satisfied  somehow experience cancellations and delays most  the time Second the inflight service  usually weak Food portions are small and cabin crew  not very helpful,"['flight delays', 'booking problems', 'customer service']","[0.9977417588233948, 0.9686754941940308, 0.8561749458312988]",negative,0.8788400888442993
Trip Verified     flew from Istanbul  London  Business class For more than half  the flight  child was watching  iPad very loud with  phones plugged    was three rows  front   and disrupted  flight   could hear  above  headphones Staff thought this was fin,"['staff attitude', 'customer service', 'lounge experience']","[0.9717838764190674, 0.44003069400787354, 0.23211129009723663]",negative,0.5217602849006653
Not Verified    have flow   several times since the airline started nonstop service between Austin  and London Heathrow Every year the service gets worse  brought  tape measure with   see how far apart the seats are  the economy section  inches  has remove,"['customer service', 'flight delays', 'staff attitude']","[0.4528505206108093, 0.38712283968925476, 0.3682098984718323]",negative,0.8532980680465698
Trip Verified    The flight departed over  hour late due   late inbound plane The plane was very full and half  the economy class passengers were forced  check  their larger cabin baggage  the gate when boarding making  complete mockery  the hand luggage a,"['baggage issues', 'flight delays', 'booking problems']","[0.9938629865646362, 0.9744011163711548, 0.8890419602394104]",negative,0.6581199169158936
Trip Verified     hate British Airways  get  London  Oct  and our next flight  cancelled  stand  line with  other people  get  fixed and they tell everyone  leave the airport and call them  fix They book  the next dayvia online Dont offer vouchers for hote,"['staff attitude', 'flight delays', 'booking problems']","[0.9320106506347656, 0.7705684900283813, 0.5938534140586853]",negative,0.9063121676445007
Trip Verified    Our  flight from Porto  London Heathrow  was operated  Finnair using  Finnair plane and crew This had been advised   shortly after booking with the option  change flights   preferred Although the business class cabin was   similar layout  ,"['customer service', 'seat comfort', 'staff attitude']","[0.9104512333869934, 0.8680648803710938, 0.7522265911102295]",neutral,0.9152030348777771
Trip Verified  The customer services call centres etc are atrocious and sometimes callous They just dont care Long waits  speak  anybody who then have  power  actually solve anything and the calls just cut halfway without resolution anyway  the flights are,"['customer service', 'staff attitude', 'booking problems']","[0.9968486428260803, 0.996703028678894, 0.9879482388496399]",negative,0.9291459321975708
Trip Verified       frequent flyer with  and have been for the last  years Having noted the ratings given frankly  cannot understand how  scores three stars for most aspects  its service   nutshell  has placed profit margins over passenger appreciation Thi,"['customer service', 'lounge experience', 'staff attitude']","[0.9846072196960449, 0.4873999357223511, 0.4408821761608124]",negative,0.7205387353897095
Not Verified   Flew with   Punta Cana Took the trouble  reserve seats for both outbound and inbound flights  boarding  Gatwick realised  had been moved  much less good seats with other people sitting  the seats  had spent  lot  money reserving Apparently t,"['booking problems', 'staff attitude', 'customer service']","[0.9980309009552002, 0.9230165481567383, 0.8783283829689026]",negative,0.690999448299408
Trip Verified    They downgraded  from business  premium economy They took three months  get back   and offered   pounds   AUD The difference between business class and premium economy which  never fly   AUD and the difference between economy and business ,"['staff attitude', 'customer service', 'booking problems']","[0.9428675770759583, 0.9380660653114319, 0.8033904433250427]",negative,0.5576081275939941
Trip Verified    The already delayed aircraft landed and apart from the small  logo  the rear  the fuselage there was  indication   whom the carrier really was Boarding turned into  farce with passenger groups being told  wait  one queue  order  board only,"['flight delays', 'staff attitude', 'booking problems']","[0.9780200123786926, 0.9406406879425049, 0.8858914971351624]",negative,0.6149758100509644
Trip Verified    Caught   the Gatwick cancellation fiasco  some point between what was smooth check  unable   online  part  group travel and security the flight was cancelled  were denied entry  security and departures   result  was  this point that  disco,"['flight delays', 'booking problems', 'staff attitude']","[0.9821613430976868, 0.8842636346817017, 0.8668429255485535]",negative,0.7490555644035339
Trip Verified     has  real problem with boarding its flights Those who get  first fill the luggage bins with  bags one  which  supposed   small and under seat only Cabin staff dont bother implementing their own rules Subsequent passengers mill  and down t,"['baggage issues', 'staff attitude', 'booking problems']","[0.9889549016952515, 0.9800532460212708, 0.966364324092865]",negative,0.807991087436676
Trip Verified  Our connecting flight from London  Glasgow was canceled and  were forced  wait  hours  the airport for  new flight When  received our luggage  Glasgow  discovered that our luggage was soaking wet  wifes luggage contents were wet and had   ai,"['baggage issues', 'flight delays', 'booking problems']","[0.9976076483726501, 0.9910580515861511, 0.9836475849151611]",negative,0.7353830933570862
Trip Verified    The worst airline  have ever flown with Allocated the very back row next  the toilets and galley  chance  getting any sleep question asked  possible seat movement ignored and getting bumped the entire time  cabin crew walking  pushing kart,"['staff attitude', 'booking problems', 'flight delays']","[0.9509255886077881, 0.8208641409873962, 0.3095148205757141]",negative,0.9327727556228638
Trip Verified    Excellent service levels proactive crew and superb food and beverages  found all aspects  the service   superior   business class even the new  Club Suites First Class felt exclusive the dedicated crew were clearly used  working the premiu,"['customer service', 'staff attitude', 'food quality']","[0.9849420785903931, 0.9420685172080994, 0.9165681600570679]",positive,0.9741786122322083
Not Verified   Booked  very special holiday for  and  partner September arrived and  were  our way  lovely South  France Booked Business Class for  both  start the holiday right   were checking  was told the flight was over booked and our seats wouldnt pri,"['booking problems', 'staff attitude', 'customer service']","[0.99599689245224, 0.9882413148880005, 0.777302622795105]",neutral,0.5276533961296082
Not Verified  Just returned from Chicago flew out  days ago  American Airlines absolutely superb  every way had high expectations  return flight with  What  disappointment The Airbus  may  nice from  pilots perspective but   passenger  was awful Very uncom,"['customer service', 'booking problems', 'lounge experience']","[0.9214328527450562, 0.40294915437698364, 0.38031360507011414]",negative,0.7511519193649292
Trip Verified    standards continue  decline every time  fly with them This time   min late departure which seems the norm for  and  information from the rude and clueless boarding gate staff The Club lounge was overcrowded dirty and grubby and cleaning st,"['staff attitude', 'lounge experience', 'flight delays']","[0.9952397346496582, 0.9638848900794983, 0.9292910695075989]",negative,0.8969017267227173
Not Verified   Awful Business class check  queue just  long  for economy probably because half  the desks were not staffed and Terminal   chaotic Business lounge overfull couldnt get seats Delayed flight unmanaged chaos  the gate  drink  boarding first dri,"['flight delays', 'booking problems', 'staff attitude']","[0.9477697610855103, 0.9187672734260559, 0.8323527574539185]",negative,0.8968539834022522
Trip Verified   Not  reliable airline You cannot trust the timing  all  had   flight boarding was  time but then  are sitting  the plane for already  hours and the expected departure  still not clear They have discovered the engine  not working   risking  ,"['flight delays', 'booking problems', 'staff attitude']","[0.9746836423873901, 0.7609953880310059, 0.4303004741668701]",negative,0.8902290463447571
Trip Verified    take comfort  reading the last ten   reviews  see  not the only traveller  put  words how absolutely abysmal British Airways are The only reason  are stuck using this awful airline   use  points  booked Club Europe months ago London  Athen,"['booking problems', 'staff attitude', 'lounge experience']","[0.813026487827301, 0.2983419895172119, 0.16834740340709686]",negative,0.7138306498527527
Trip Verified   The worst journey   life The connection time  LHR was only  hour but the flight from MXP was  delay  had  rush  change terminal  train and arrived risking  heart attack After that the plane just stayed there for another  minutes Despite tha,"['flight delays', 'booking problems', 'staff attitude']","[0.8607909679412842, 0.18985633552074432, 0.07743103802204132]",negative,0.91050124168396
Trip Verified  The airplanes and the lounges are worn out old and broken From Dallas  Heathrow multiple first class seating and electronics were non functional and poorly designed The first class seating from Heathrow  Dubrovnik was nothing more than  tray,"['lounge experience', 'booking problems', 'staff attitude']","[0.5905171036720276, 0.49669453501701355, 0.37182414531707764]",negative,0.8716903328895569
Trip Verified  One  the worst experiences  the worst airline The flight was delayed due  earlier technical issues The time slipped from      and finally cancelled There was zero information given Despite paying well over the odds for business class  were b,"['flight delays', 'staff attitude', 'customer service']","[0.9803566932678223, 0.916791558265686, 0.7094373106956482]",negative,0.9471620321273804
Trip Verified   Cancelled our flight lastminute then moved  onto  flight  days later operated  Japan Airlines  had paid  lot extra for extra legroom seats    very tall and they assigned   middle seat deep  the middle  the plane Because  was operated   diff,"['booking problems', 'flight delays', 'customer service']","[0.99498051404953, 0.9686495661735535, 0.9414387941360474]",negative,0.4933032989501953
Trip Verified   had  flight from Miami Florida  Dublin Ireland via Londons Heathrow airport The outbound flight from Miami was delayed and  were further delayed when our gate was occupied when  arrived  Heathrow The total delay was roughly  hour but  was e,"['flight delays', 'customer service', 'booking problems']","[0.999067485332489, 0.9297892451286316, 0.8889337182044983]",neutral,0.6735244989395142
Trip Verified    started our day with   Prague The flight actually left  time  came  find out thats very unusual  purchased business class seats  you can see from the picture they hardly were business class All they did was block off the middle seat  the f,"['booking problems', 'staff attitude', 'customer service']","[0.9229441285133362, 0.5824974179267883, 0.39628246426582336]",neutral,0.6450518369674683
Trip Verified    fly British Airways weekly not because  want  but because they own the route theres  other option therefore they frankly dont have  care about the customer The flights are always delayed and its always someone elses fault   weather delays ,"['flight delays', 'staff attitude', 'customer service']","[0.9898610711097717, 0.9106320738792419, 0.7548799514770508]",negative,0.8266869783401489
Not Verified   Everything was  until our connecting flight  London just before take off  were  the runway the pilot came   announce  engine problem After engineers tried  fix  while  waited  the plane for over  hour  were finally told that  would have   ev,"['flight delays', 'customer service', 'staff attitude']","[0.9778859615325928, 0.631066620349884, 0.47435301542282104]",negative,0.5465201139450073
Not Verified    initial flight was cancelled  hours prior the flight Then  was automatically rescheduled for next day Next day the flight was delayed leaving Hamburg and missed  connecting flight  Las Vegas  and several other passengers spent the night  Lo,"['flight delays', 'booking problems', 'customer service']","[0.9909248948097229, 0.9896066784858704, 0.899494469165802]",negative,0.6764123439788818
Not Verified    will never fly British Airways again Our flight  July   from LHR  LAX was cancelled  hours before departure without any explanation Since  weeks  are now waiting for the refund and  does not pay  the cost caused  the cancellation Very disap,"['booking problems', 'staff attitude', 'flight delays']","[0.9906629920005798, 0.9832970499992371, 0.9415980577468872]",negative,0.9090963006019592
Trip Verified  Check  and security clearance very quick  LHR   wife and  used the Galleries North lounge and    was easy  get  seat Good buffet breakfast options Flight boarded  time and flight departed  time  was seated    the Club Europe seats  the  seem,"['customer service', 'lounge experience', 'seat comfort']","[0.9724522829055786, 0.9660068154335022, 0.9468357563018799]",positive,0.8807054758071899
Not Verified   British Airways has confirmed itself  the worst airline  the  Last minute cancellation  explanation refusal  book with another airline because  dont have  arrangement with them Whats happened  what used   our national airline,"['booking problems', 'staff attitude', 'flight delays']","[0.9672523140907288, 0.6248658895492554, 0.33528539538383484]",negative,0.9192458987236023
Trip Verified  Worst  experience  was supposed  fly out  Italy   September   arrived   Tambo International airport ready  check  bags   already checkedin online the previous evening   had  boarding pass ready  the counter  was told that  had been offloaded,"['baggage issues', 'booking problems', 'staff attitude']","[0.996849536895752, 0.9680846929550171, 0.9645876884460449]",negative,0.8218085765838623
Trip Verified    daughter and  were denied boarding  our business class flight from Madrid  Heathrow  March   the first leg  our return flight  Victoria Canada  reason was given for the denied boarding  the check  staff  the British Airways counter  Madrid,"['staff attitude', 'customer service', 'booking problems']","[0.9856394529342651, 0.969456672668457, 0.9582358598709106]",neutral,0.5501845479011536
Trip Verified  Despite boarding being the usual free for all  LHR with groups  being called  board all  once Whilst those passengers who had agreed  check   bag   the gate getting  board before anyone else However the service  board was impeccable Superb c,"['customer service', 'baggage issues', 'staff attitude']","[0.9835416674613953, 0.9097926020622253, 0.829992413520813]",positive,0.88873291015625
Not Verified   Flight cancelled  crew  September  not peak holiday period  why such bad management   Sent  the gate left standing  over and hour and then flight cancelled  were other  that day Why does  continue  provide such poor service   national disgra,"['flight delays', 'staff attitude', 'customer service']","[0.9949238896369934, 0.9640712141990662, 0.9409882426261902]",negative,0.9181314706802368
Not Verified   The worst service ever  baggage did not arrive  time Both  flights were delayed  will never fly them again  Even the food was bad and your service,"['baggage issues', 'flight delays', 'customer service']","[0.9992612600326538, 0.9951054453849792, 0.9760725498199463]",negative,0.9485899806022644
Trip Verified    flights  booked this holiday were delayed about  hours  wifi available     flights Food and drinks very basic and expensive Cannot recommend,"['booking problems', 'flight delays', 'food quality']","[0.9910224676132202, 0.9726083278656006, 0.3729036748409271]",negative,0.9150784015655518
Trip Verified   British Airways has  total lack  respect for its customers  was booked  fly from Frankfurt Main  London City Airport and just  couple  hours before the scheduled departure the flight was suddenly cancelled   without explanation when  was al,"['staff attitude', 'booking problems', 'customer service']","[0.997702419757843, 0.9745090007781982, 0.9360349774360657]",negative,0.8987393975257874
Trip Verified  London Heathrow  Keflavik Iceland  Business Class    British Airways provides  unusual Business Class experience for intraEurope flights The seating  similar  most airlines  middle seat vacant and little extra space  but  British Airways the,"['seat comfort', 'customer service', 'lounge experience']","[0.9461995959281921, 0.7464368343353271, 0.25933465361595154]",neutral,0.7950150966644287
Trip Verified  Mumbai  London Heathrow  Business Class   ageing  This aircraft featured the older Club World flatbed seats They are comfortable there  enough storage space around the cubicle and the monitor screen  among the larger ones Ive seen  airplanes,"['seat comfort', 'lounge experience', 'customer service']","[0.9955256581306458, 0.7453186511993408, 0.6093507409095764]",positive,0.516409695148468
Trip Verified   Care and support shocking Written   previously loyal  traveller Lies and misleading unprofessional service Told that  flight was cancelled Booked   next available flight  downgraded cabin from business  premium economy Called  ask why Told ,"['booking problems', 'staff attitude', 'flight delays']","[0.9748698472976685, 0.9655160903930664, 0.8943598866462708]",negative,0.9011738300323486
Trip Verified   Flying  business class should   pleasure but  has made   disaster with the worst seating and configuration imaginable How could any sane person could jam  many seats into  limited space and expect passengers   happy Seats are narrower than ,"['booking problems', 'staff attitude', 'customer service']","[0.920803427696228, 0.6849769949913025, 0.26752743124961853]",negative,0.8847943544387817
Trip Verified   British Airways absolutely does not care  reserved seat was change from  aisle  center seat for this overnight full flight and  was quite awful After enquiring  LAX check  the agent said sorry nothing  can  Onboard the flight the attendants,"['staff attitude', 'booking problems', 'customer service']","[0.9913327693939209, 0.9774370789527893, 0.829921543598175]",negative,0.9037299752235413
Trip Verified    recent experience with British Airways was not just horrendous  was  utter abdication  responsibility  their part  arrived  JFK ready for  flight  Malaga only  find  had been cancelled with zero notice After  draining hour altercation  was,"['staff attitude', 'flight delays', 'booking problems']","[0.9937500357627869, 0.9578239321708679, 0.9433262348175049]",negative,0.9081575870513916
Trip Verified   This   express our displeasure and concerns regarding our flight  Italy Our trip was effectively ruined  the failure  our luggage  arrive with  coupled with the length  time  took for   eventually reach   and  days Our departure dates June ,"['baggage issues', 'flight delays', 'booking problems']","[0.9749771356582642, 0.9119388461112976, 0.7408867478370667]",negative,0.8997783064842224
Trip Verified    flew London  Malaga   August  Club Europe  stood around  Gate   Terminal  for over  hour with staff giving very different reasons for the delay late inbound aircraft etc  but the plane  boarded had been sitting there for more than  hour Af,"['flight delays', 'staff attitude', 'customer service']","[0.9963563084602356, 0.9936075806617737, 0.9598467946052551]",neutral,0.7460486888885498
Trip Verified    arrived  the airport about  hours before takeoff  have more than about time  get checked   through security etc All that went without any issues Being that  was relatively early  the gate  was one  the first passengers there After some tim,"['customer service', 'staff attitude', 'lounge experience']","[0.9722521901130676, 0.7677332758903503, 0.730633556842804]",positive,0.5151969194412231
Trip Verified   Filthy plane cabin staff  appalling customer service staff who couldnt care less when dealing with  complaint Paid extra for club Europebusiness class Food was poor they gave you wipes  clean your seat area yourself and  were split   they c,"['staff attitude', 'customer service', 'food quality']","[0.9961503744125366, 0.9488339424133301, 0.3359324336051941]",negative,0.9339680671691895
Trip Verified    Chaos  Terminal  with  cancellations and delays and staff give different reasons depending  who you ask  out  answers were lies Sadly  airport standards   are worse than ever and  are long past being able  use Covid   excuse   short haul c,"['flight delays', 'staff attitude', 'booking problems']","[0.9849039912223816, 0.9690082669258118, 0.2943611145019531]",negative,0.9119783043861389
Not Verified    cancelled our flight and could not book  onto any flight for the next  days  had  spend   expenses  get  back with another airline  months later   still waiting for reimbursement and have had  response    written complaints Even the call ce,"['booking problems', 'flight delays', 'staff attitude']","[0.9972777366638184, 0.9922449588775635, 0.9049897193908691]",negative,0.8846819400787354
Trip Verified  When  our way  Heathrow Airport and merely  and  half hours before the scheduled departure  received  SMS stating that our flight  Johannesburg had been canceled   reason given  were then put  the same flight one day later with  other choice,"['booking problems', 'flight delays', 'customer service']","[0.9597396850585938, 0.941604733467102, 0.8588137626647949]",neutral,0.672687828540802
Trip Verified  Nice flight good crew very good seat food was what you would expect The aircraft had the new style Business Class seatssuite the actual plane  not new  any since  the word There were parts  the seat that were broken  missing however the seat,"['seat comfort', 'food quality', 'customer service']","[0.9652785658836365, 0.9550291895866394, 0.8704746961593628]",positive,0.8630433678627014
Trip Verified    months have passed and still wasting  time with the  team sharing the same documents again and again Our flight from Delhi  London got delayed  December    missed the connecting flight from London Heathrow  Vancouver  put    flight after  ,"['booking problems', 'flight delays', 'staff attitude']","[0.9848257303237915, 0.9838663935661316, 0.9707179069519043]",negative,0.8837794065475464
Trip Verified    June  flight was cancelled within three hours  departure Was given  rebooking the next day and they lost  suitcase  arrived three days later Today   August    happened again Offer  rebooking  two days When trying  post  claim the website d,"['booking problems', 'flight delays', 'baggage issues']","[0.9937202334403992, 0.9841461777687073, 0.9383485913276672]",negative,0.5848053097724915
Trip Verified   Ground and cabin crew always provide good customer service When  comes  catering Club Class has been reduced  what Economy was  flight  the ravioli pasta had dried out along the edges  slice  Camembert was dried why bother serving   bread r,"['customer service', 'food quality', 'staff attitude']","[0.9784395694732666, 0.9781588912010193, 0.8527052402496338]",neutral,0.5713532567024231
Trip Verified    family flew from Washington  London   British Airways   were able  secure seats  the upper deck for  pretty hefty fee Our flight was unfortunately delayed   hrs from    causing   miss  connection from Gatwick  Turin and making   that  loun,"['flight delays', 'booking problems', 'customer service']","[0.8993800282478333, 0.8293188810348511, 0.6377280950546265]",neutral,0.6606210470199585
Trip Verified   Easy check    Galleries south and North lounges packed only just able  get  seat Didnt stay long   gates lounge much quieter Flight boarded smoothly and  time  upper deck Old club world seating which  beginning  age  little However like the,"['lounge experience', 'customer service', 'seat comfort']","[0.8913784623146057, 0.8863381743431091, 0.6843668818473816]",positive,0.7170025110244751
Not Verified   Flight delayed   hour  happens  biggie Had  change our gate  the airport never happened before but  guess its  Gate agent asked   check our bags and after telling him  would prefer not   that  did  anyway Second gate agent reassigned our sea,"['flight delays', 'baggage issues', 'staff attitude']","[0.9952053427696228, 0.9894430637359619, 0.9825649261474609]",negative,0.5184224843978882
Not Verified  The staff are very rude and not trained properly  exceptions are made for children and elderly people The price  the ticket  very expensive given the distance and the service  extremely extremely poor,"['staff attitude', 'customer service', 'booking problems']","[0.9974284768104553, 0.9626079201698303, 0.7701740264892578]",negative,0.9348058104515076
Trip Verified   Good domestic flight operated   Cityflyer Ground service  checkin Edinburgh airport was particularly friendly and helpful The flight departed  time and arrived earlier than scheduled  complimentary drink and snack albeit tiny were served Ge,"['customer service', 'staff attitude', 'seat comfort']","[0.9903148412704468, 0.9365414381027222, 0.6867243647575378]",positive,0.9689993262290955
Not Verified  Failed  all basic travel fundamentals  Our flight was delayed  Staff demanded that  check  our carry  luggage even though  met our carry  allowance The fact that  have  tight bus connection was totally ignored  Staff were quite unpleasant,"['staff attitude', 'baggage issues', 'flight delays']","[0.998939573764801, 0.9981185793876648, 0.9956332445144653]",negative,0.8922930955886841
Trip Verified   They lost  baggage   very simple situation Its been three weeks and they dont care  communication whatsoever  was  the connection checkpoint  Heathrow hrs before  connecting flight the last leg   trip  agent insists  checking   hand luggage,"['baggage issues', 'staff attitude', 'customer service']","[0.9891659617424011, 0.9658204317092896, 0.7587244510650635]",negative,0.8822834491729736
Trip Verified   Late boarding led   one hour flight leaving two hours late  single  staff member turned   board  full flight shortly before the flight was due  depart There had been  previous announcement  the delay Once  board the captain blamed Frankfurt,"['flight delays', 'staff attitude', 'booking problems']","[0.8033179640769958, 0.7919597625732422, 0.5247834324836731]",negative,0.7050336599349976
Trip Verified   usual the flight  delayed  try  blame someone for the inability and incapacity  delivering what they sell Why dont you hire enough personnel  fulfil your staff demand,"['flight delays', 'staff attitude', 'customer service']","[0.9897414445877075, 0.8670617341995239, 0.8349403142929077]",negative,0.8888896703720093
Trip Verified    had the most fantastic  Flight today The cabin crew   seat zone  were  the best  have experienced Although the  had the old style rearfront seating   was comfortable and felt open and spacious  have done great things with the menu   was ni,"['seat comfort', 'customer service', 'food quality']","[0.9594674110412598, 0.9507188200950623, 0.9201759696006775]",positive,0.9837468266487122
Trip Verified   Couldnt book  online Arrived  check   find  had been bumped off due  overselling   staff available Very helpful Gatwick staff got   bus  LHR and  flight  Toulouse Had knock  effect  our car booking and sharing  the rest  family had been abl,"['staff attitude', 'booking problems', 'flight delays']","[0.941158652305603, 0.9336277842521667, 0.8521314263343811]",negative,0.5139016509056091
Trip Verified  London Heathrow  Mumbai   Boeing   Business Class The lounge near Terminal  Gate   Heathrow was outstanding  its service and offerings  provides  just the right frame  relax  before boarding  the departure was delayed  almost  hours The   ou,"['lounge experience', 'flight delays', 'customer service']","[0.9949883818626404, 0.9827303886413574, 0.9758710861206055]",positive,0.8245822787284851
Trip Verified  Keflavk Iceland  London Heathrow     Business Class The journey got off   unpleasant note  the Business Class line  Keflavk was  long that  looked like  Economy Class checkin  took over  mins  get through There was  lounge access offered The,"['booking problems', 'lounge experience', 'flight delays']","[0.9101817011833191, 0.8783434629440308, 0.6963715553283691]",neutral,0.6300241947174072
Trip Verified  Terrible Experience with British Airways  booked  flight with   travel from Gibraltar  London Heathrow  May    flight was scheduled  leave     the afternoon  had originally planned  leaving  luggage  Heathrow upon arrival and travelling  vis,"['booking problems', 'flight delays', 'baggage issues']","[0.9842624068260193, 0.9467814564704895, 0.9191057682037354]",negative,0.8708035945892334
Trip Verified   airline that lives  their past glory and heading  future  crisis  British Airways   not joking  are  family   all  Business Class heading for  Norwegian and Arctic Cruise and they lost   our bags They will never see   any  their flights eve,"['baggage issues', 'booking problems', 'staff attitude']","[0.992937445640564, 0.9651125073432922, 0.8728852868080139]",negative,0.8847771286964417
Trip Verified   Checkin Desk rude and dismissive Flight late but seems the new norm One world emerald club world checkin Staff uncommunicative did not know what baggage allowance entitled  once raised politely became argumentative and accusatory,"['staff attitude', 'baggage issues', 'flight delays']","[0.9974681735038757, 0.9907038807868958, 0.9273714423179626]",negative,0.7996439337730408
Trip Verified   chose British Airways especially because  was going  travel with  niece and nephew and wanted everything  work well What  disaster First  took  two hours   the checkin online due   technical problem  also had  spend more than  minutes   cal,"['booking problems', 'flight delays', 'customer service']","[0.9861723184585571, 0.8184196949005127, 0.7455642819404602]",negative,0.6986680626869202
Not Verified   booked Premium Economy from INV  LAX via LHR They notified    cancelled flight   return journey and rebooked    flight that  connecting flight arrived too late for Then they cancelled  flight   journey  LAX They then cancelled the rebooked f,"['booking problems', 'staff attitude', 'flight delays']","[0.9974792003631592, 0.9822542667388916, 0.9624817967414856]",negative,0.681669294834137
Trip Verified   simple story with  unfortunate outcome that really could happen  anyone  partner and  recently started working after studying purchased two tickets  travel from London City Airport  Frankfurt When  purchased the tickets  mistakenly entered ,"['booking problems', 'customer service', 'lounge experience']","[0.9791584014892578, 0.6610852479934692, 0.5903609395027161]",negative,0.6161037683486938
Trip Verified   Flight was delayed due  the inbound flight arriving late There was  announcement  inform  the delay nor were the sceens updated When ready  board  were requested  take our seats quickly  help reduce the delay which people did The pilot then,"['flight delays', 'customer service', 'staff attitude']","[0.9833198189735413, 0.823183000087738, 0.5783664584159851]",negative,0.6136656999588013
Not Verified   Fast and friendly check  total contrast  Gatwick The contract lounge  comfortable and spacious with  bar and pleasant staff but you have  pay for alcohol after the one free glass  wine Food best avoided  board great crew and dinner was actua,"['lounge experience', 'customer service', 'staff attitude']","[0.922441303730011, 0.8523180484771729, 0.7019919753074646]",positive,0.5082040429115295
